"210","200","1032","32","635","615","205","10","14C","SUERC_11332","G._bulloides"
"530","520","2151","35","1847","1746","525","10","14C","SUERC_11779","G._bulloides"
"890","880","3073","35","2932","2829","885","10","14C","SUERC_11780","G._bulloides"
"1170","1160","4278","35","4518","4511","1165","10","14C","SUERC_11781","G._bulloides"
"1450","1440","6060","35","6581","6476","1445","10","14C","SUERC_11333","G._bulloides"
"1770","1760","7554","35","8097","8005","1765","10","14C","SUERC_11334","G._bulloides"
"2170","2160","7959","35","8503","8422","2165","10","14C","SUERC_11335","G._bulloides"
"3010","3000","9062","35","9904","9747","3005","10","14C","SUERC_11336","G._bulloides"
"3890","3880","9300","35","10245","10176","3885","10","14C","SUERC_11338","G._bulloides"
"4500","4480","9491","35","10447","10323","4490","20","14C","SUERC_11339","G._bulloides"
"4810","4800","9752","35","10688","10606","4805","10","14C","SUERC_11342","G._bulloides"
"5860","5840","10356","35","11428","11295","5850","20","14C","SUERC_11343","G._bulloides"
"6380","6360","10577","36","11980","11797","6370","20","14C","SUERC_11344","G._bulloides"
