"120","19.2","135","45","163","65","14C","Rystad_2","LuS_8399","Ericales_stems_(50%)_Sphagnum_spp._Stems_Aulacomnium_palustre"
"170","21","205","50","241","60","14C","Rystad_2","LuS_8400","Sphagnum_rubellum_(60%)_Sphagnum_sp._Aulacomnium_palustre_Eriophorum"
"270","21.7","275","50","342","55","14C","Rystad_2","LuS_8401","Aulacomnium_palustre_(50%)_Eriophorum_vaginatum_base_(30%)_Ericales_stems_(15%)_Sphagnum_spp."
"340","18.3","330","50","419","50","14C","Rystad_2","LuS_8402","Ericales_stems_(90%)_Eriophorum_vaginatum_base_(10%)"
"380","48.5","615","50",NA,NA,"14C","Rystad_2","LuS_8403","Sphagnum_magellanicum_stems_(70%)_Ericales_bark_(30%)"
"430","29.8","630","50",NA,NA,"14C","Rystad_2","LuS_8404","Ericales_stems_(70%)_Sphagnum_magellanicum_stems_(20%)_Dicranum_majus_s.l."
"450",NA,"600","70",NA,NA,"14C","Rystad_2","T-6372","Peat"
"580","40.5","950","50",NA,NA,"14C","Rystad_2","LuS_8405","Ericales_stems_(40%)_Eriophorum_vaginatum_bases_(35%)_Sphagna_Acutifolia_(20%)_Trichophorum_cespitosum_basal_bracts_(5%)"
"620","38","950","50",NA,NA,"14C","Rystad_2","LuS_8406","Sphagnum_fuscum_(55%)_Eriophorum_vaginatum_bases_(40%)_Ericales_stems_(5%)"
"700","31.5","1000","50","899","66","14C","Rystad_2","LuS_8407","Ericales_stems_(100%)"
"800","67.3","1225","50","1138","62","14C","Rystad_2","LuS_8408","Ericales_stems_(90%)_empetrum_seeds_(10%)"
"880","23","1310","50","1243","46","14C","Rystad_2","LuS_8409","Ericales_stems_Eriophoum_vaginatum_bases_Sphagnum_rubellum_stems_Aulacomnium_palustre"
"1000",NA,"1660","40","1565","65","14C","Rystad_2","T-6715","Peat"
"1150","9","2180","50","2194","82","14C","Rystad_2","LuS_8410","Ericales_stems_(60%)_Sphagnum_magellanicum_stems_(40%)"
"1200",NA,"2360","60","2400","84","14C","Rystad_2","T-6371","Peat"
"1280","32.2","2450","50","2563","99","14C","Rystad_2","Lus_8411","Ericales_stems_(100%)"
"1400","36","2975","50","3126","90","14C","Rystad_2","Lus_8412","Ericales_stems_(75%)_Sphagnum_spp_(25%)"
